ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
R-HSA-3000178	ECM proteoglycans	55	0.178011633	1.146007635	0.298643029	0.540744349	0.383076845	2645	"tags=31%, list=23%, signal=24%"	3908/3680/3694/4148/1286/1287/1285/3371/1634/3913/8516/131873/633/3673/54829/1605/1293
R-HSA-6794362	Protein-protein interactions at synapses	45	0.190042657	1.144168999	0.308341776	0.554199463	0.392608785	1196	"tags=20%, list=10%, signal=18%"	1740/22829/2036/6812/320/9369/84189/1741/9455
R-HSA-5663084	Diseases of carbohydrate metabolism	29	0.21922358	1.136301925	0.308708066	0.554199463	0.392608785	3908	"tags=48%, list=33%, signal=32%"	2799/3425/3373/378884/2588/2990/3423/51181/92579/2720/4669/6448/7314/138050
R-HSA-9006936	Signaling by TGFB family members	110	0.145642886	1.129804227	0.314473145	0.562628824	0.398580355	3145	"tags=34%, list=27%, signal=25%"	23327/4091/3694/658/7048/57530/25937/4053/2033/3625/4093/2280/4090/9372/9040/91/10272/50848/657/8516/5590/4092/5595/92/7027/5500/8425/4054/650/9612/64750/23645/10273/1875/4052/1874/6497
R-HSA-3000171	Non-integrin membrane-ECM interactions	51	0.179995205	1.131733587	0.315481449	0.563262457	0.399029237	1224	"tags=20%, list=10%, signal=18%"	3908/6385/1286/1287/1285/59277/3371/6382/10319/3913
R-HSA-5654733	Negative regulation of FGFR4 signaling	21	0.245404815	1.130441487	0.316433566	0.563262457	0.399029237	1234	"tags=24%, list=11%, signal=21%"	2246/10818/10253/673/5516
R-HSA-9031628	NGF-stimulated transcription	32	0.210052979	1.12691402	0.316308559	0.563262457	0.399029237	1540	"tags=25%, list=13%, signal=22%"	2354/3400/2353/1785/2033/1958/10221/1020
R-HSA-166520	Signaling by NTRKs	114	0.144102754	1.126576513	0.317697665	0.564557337	0.399946562	3223	"tags=33%, list=28%, signal=24%"	53358/10818/6196/2354/3400/2353/26052/1785/5125/9252/2033/1958/673/5516/2549/6197/8660/10221/1020/1848/4208/6195/7867/5603/6236/5600/5595/4205/5295/1845/51231/1398/10817/10126/5290/6464/5528/57498
R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	82	0.156208889	1.125648759	0.322003765	0.569210561	0.403243023	5063	"tags=50%, list=43%, signal=29%"	4582/58480/6097/2353/3570/6095/6367/4128/5743/3383/207/598/10538/948/5295/4170/8651/4313/3082/604/595/3718/1026/301/3597/7157/6774/1901/6347/7431/3716/3320/6935/7076/3689/2247/7133/3726/2309/4692/6778
R-HSA-180024	DARPP-32 events	24	0.232009403	1.122817205	0.321988247	0.569210561	0.403243023	6625	"tags=75%, list=57%, signal=33%"	84152/5516/5533/1020/5530/5577/5144/5528/801/5566/5141/5518/5519/805/5532/808/5573/5567
R-HSA-5627123	RHO GTPases activate PAKs	24	0.230574211	1.115871546	0.327987267	0.575071009	0.407394711	7062	"tags=79%, list=60%, signal=31%"	4629/10398/4628/5063/4660/2316/5500/79784/801/4638/10627/4771/805/998/103910/808/5879/3984/5058
R-HSA-2559580	Oxidative Stress Induced Senescence	60	0.168851391	1.115618047	0.32972153	0.577149833	0.408867402	5219	"tags=53%, list=45%, signal=30%"	2353/23043/5601/5602/100532731/5606/1912/6416/7867/5600/5595/7027/3725/23135/1911/4194/57332/22955/7157/7314/5599/5594/23112/5609/7029/9261/1030/57690/1432/4217/5928/27327
R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	15	0.274374749	1.109145567	0.333333333	0.582502769	0.412659556	6733	"tags=80%, list=58%, signal=34%"	5166/57546/5164/54704/55066/6256/5162/5160/1737/8050/5467/2954
R-HSA-4085001	Sialic acid metabolism	25	0.225661635	1.108588093	0.337397878	0.584750473	0.414251886	4381	"tags=48%, list=37%, signal=30%"	8869/256435/55808/6487/27090/30815/2720/6480/7903/10402/6484/54187
R-HSA-74751	Insulin receptor signalling cascade	36	0.198766739	1.107450782	0.339061774	0.584750473	0.414251886	3225	"tags=39%, list=28%, signal=28%"	2246/10818/2549/8660/5170/2260/5595/2263/117145/5295/2323/5290/6464/2887
R-HSA-211976	Endogenous sterols	16	0.266604894	1.10584139	0.337770817	0.584750473	0.414251886	3591	"tags=50%, list=31%, signal=35%"	285440/196/2232/57491/1595/9420/9915/10499
R-HSA-975155	MyD88 dependent cascade initiated on endosome	98	0.146278265	1.101622808	0.345490237	0.592913098	0.420034494	5059	"tags=50%, list=43%, signal=29%"	8945/6196/23291/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/5600/5595/3725/4205/3665/1845/51231/9683/80216/5528/841/7157/11274/7314/23118/5599/148022/5594/5598/4790/1326/5609/246330/9261/4214/3551/1432/5518
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	106	0.143075156	1.10108571	0.34541162	0.592913098	0.420034494	2555	"tags=28%, list=22%, signal=22%"	8945/6196/23291/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/948/5600/5595/3725/4205/1845/8651/7097/51231
R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	106	0.143075156	1.10108571	0.34541162	0.592913098	0.420034494	2555	"tags=28%, list=22%, signal=22%"	8945/6196/23291/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/948/5600/5595/3725/4205/1845/8651/7097/51231
R-HSA-5083635	Defective B3GALTL causes PpS	22	0.234101127	1.098125934	0.35139165	0.598161838	0.423752833	3905	"tags=45%, list=33%, signal=30%"	79875/9719/54507/81794/56999/55901/10417/9509/57188/10418
R-HSA-350054	Notch-HLH transcription pathway	27	0.216802946	1.094605518	0.350839068	0.598161838	0.423752833	5405	"tags=63%, list=46%, signal=34%"	55534/4853/9734/9612/8850/79885/8841/84441/1387/55869/10014/10046/51564/3516/4851/9759/9794
R-HSA-400685	Sema4D in semaphorin signaling	24	0.226048116	1.093967357	0.351371205	0.598161838	0.423752833	7451	"tags=83%, list=64%, signal=30%"	4233/4629/10398/388/4628/79784/2064/9475/9826/10627/6237/23365/10507/103910/387/5879/3984/389/5364/27289
R-HSA-392517	Rap1 signalling	15	0.268720206	1.086287374	0.357501321	0.60271056	0.426975262	6906	"tags=80%, list=59%, signal=33%"	5909/5592/10235/6494/5908/7529/5566/5906/5894/10125/5567/10411
R-HSA-216083	Integrin cell surface interactions	70	0.156894381	1.083610933	0.369014684	0.60967518	0.431909173	4058	"tags=41%, list=35%, signal=27%"	3680/3694/1286/1287/3791/1285/1295/3371/3672/3383/7087/50848/5175/22801/8516/131873/58494/3673/999/1293/1296/3676/3679/3384/4060/256076/3675/1300/7450
R-HSA-9614085	FOXO-mediated transcription	51	0.171522527	1.078460982	0.372681095	0.611638865	0.433300296	3687	"tags=41%, list=31%, signal=28%"	10628/2033/10000/10370/4802/23460/2908/207/9314/6794/5934/1649/65018/857/604/8850/847/1026/1027/1387/57060
R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	99	0.142456272	1.075895165	0.374600227	0.613830902	0.43485319	2555	"tags=28%, list=22%, signal=22%"	8945/6196/23291/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/5600/5595/3725/4205/3665/1845/51231
R-HSA-9009391	Extra-nuclear estrogen signaling	64	0.159759189	1.076682069	0.375375698	0.614144998	0.435075704	6159	"tags=61%, list=53%, signal=29%"	1956/1950/685/2353/10000/5170/207/1839/340481/5590/4316/5595/5295/857/55970/4313/595/54331/5290/6464/8503/1027/127933/801/5594/3315/2771/3320/858/55625/208/2309/10681/2783/805/3265/2770/2782/808
R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors	17	0.250677099	1.066785403	0.379751746	0.619378041	0.438782923	1188	"tags=24%, list=10%, signal=21%"	1740/26960/320/1741
R-HSA-111885	Opioid Signalling	69	0.155006811	1.066429262	0.390113987	0.630926055	0.446963825	7181	"tags=71%, list=61%, signal=28%"	84152/115/5332/26960/9630/5580/3710/5516/5533/2776/1020/5530/5330/817/5577/84254/55970/5144/54331/5321/5528/10768/5578/112/801/5566/5594/2771/5141/5518/10681/2783/5519/805/5136/2770/196883/5532/2767/2782/808/3709/5573/5567/2791/2790/113/5142/814
R-HSA-2187338	Visual phototransduction	52	0.16817572	1.064375672	0.388962472	0.630926055	0.446963825	6447	"tags=63%, list=55%, signal=29%"	6385/8630/2239/285440/4023/5158/6382/2719/3949/83875/54884/5588/79823/2342/9672/26020/5578/801/4036/151056/9187/3339/348/9249/10681/375790/4836/805/2782/808/9397/222236/3292
R-HSA-163841	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	29	0.20434725	1.059193418	0.391030217	0.630926055	0.446963825	1930	"tags=28%, list=16%, signal=23%"	79642/2157/2677/2621/153642/25870/412/414
R-HSA-5654716	Downstream signaling of activated FGFR4	17	0.248609269	1.057985514	0.389319886	0.630926055	0.446963825	3140	"tags=41%, list=27%, signal=30%"	2246/10818/2549/5295/10817/5290/6464
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	97	0.141490128	1.063744559	0.392009085	0.631536842	0.447396522	5059	"tags=49%, list=43%, signal=28%"	8945/6196/23291/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/5600/5595/3725/4205/1845/51231/9683/80216/5528/841/7157/11274/7314/23118/5599/148022/5594/5598/4790/1326/5609/246330/9261/4214/3551/1432/5518
R-HSA-199992	trans-Golgi Network Vesicle Budding	66	0.156189749	1.061011188	0.392922057	0.632039762	0.447752803	7947	"tags=79%, list=68%, signal=25%"	9685/408/1785/152503/6272/2799/6844/8775/375/23431/10053/1212/286451/8673/10717/1176/11154/84062/130340/1522/8546/27243/1777/64746/8301/9698/9026/5878/10618/162/3482/2647/8906/3312/54885/4952/81567/25977/1362/6810/5286/8905/9146/6643/388552/351/8773/8729/8907/23557/1213/2804
R-HSA-9013026	RHOB GTPase cycle	61	0.158548862	1.053076973	0.397645025	0.637686839	0.451753334	5890	"tags=59%, list=50%, signal=29%"	10395/23092/11214/23002/90627/388/613/2040/1729/11113/9414/23263/5295/857/9639/115557/9181/9475/5585/9826/9743/50650/9754/7984/10276/80728/5099/9748/392/9341/394/23365/29/4649/29941/9828
R-HSA-449836	Other interleukin signaling	17	0.244423918	1.04017427	0.407551073	0.650597464	0.460899544	6684	"tags=76%, list=57%, signal=33%"	6382/6844/3588/1441/9235/3603/1435/6809/3716/200081/1436/7297/6810
R-HSA-9013149	RAC1 GTPase cycle	169	0.123463755	1.047654744	0.414457103	0.653694317	0.463093432	4985	"tags=47%, list=43%, signal=27%"	10395/23348/23092/8476/9912/79658/84144/26999/10458/26230/4810/10810/11135/221178/143098/80005/8997/23592/1124/613/2010/6655/5063/57480/397/8874/9411/57514/11113/23263/94134/143872/5295/857/23580/9639/25894/81704/10811/10979/115557/5924/55200/83478/55843/5290/27/8503/115703/5585/9826/1794/56924/9743/55971/10152/57569/55619/8826/1969/7409/50619/8976/9855/51347/7984/10788/80243/1793/80728/10160/5338/152273/392/23075/51306/4688/128272/85440
R-HSA-2980736	Peptide hormone metabolism	42	0.177548799	1.042642784	0.410378427	0.653694317	0.463093432	1699	"tags=24%, list=15%, signal=20%"	1803/290/1359/5873/1509/3625/64924/6844/6934/9314
R-HSA-1251985	Nuclear signaling by ERBB4	26	0.209003862	1.041732433	0.411186605	0.653694317	0.463093432	1995	"tags=23%, list=17%, signal=19%"	2066/685/51741/10413/1839/10608
R-HSA-1839124	FGFR1 mutant receptor activation	21	0.225636543	1.039380217	0.413586414	0.653694317	0.463093432	3940	"tags=48%, list=34%, signal=32%"	2246/613/8805/2260/11052/5295/5290/9208/6774/9846
R-HSA-4090294	SUMOylation of intracellular receptors	26	0.208472641	1.039084681	0.41421985	0.653694317	0.463093432	4126	"tags=46%, list=35%, signal=30%"	4306/6095/7068/5914/2908/2494/10401/7376/7067/8554/51588/6612
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	40	0.179327826	1.038439853	0.414436981	0.653694317	0.463093432	5625	"tags=60%, list=48%, signal=31%"	31/10654/32/6604/4802/3156/80205/7108/2224/1595/9453/79071/57678/4598/10499/1387/4047/2222/6256/4597/4520/2194/5465/8648
R-HSA-2173789	TGF-beta receptor signaling activates SMADs	46	0.171900328	1.043271712	0.415217147	0.653904849	0.463242579	3061	"tags=35%, list=26%, signal=26%"	23327/3694/7048/4053/2280/9372/9040/8516/4092/5500/8425/4054/64750/23645/10273/4052
R-HSA-373753	Nephrin family interactions	16	0.24944739	1.034674361	0.417645523	0.656299796	0.464939219	8329	"tags=94%, list=71%, signal=27%"	9863/6711/5295/5290/8826/8976/8440/81/2534/6709/8573/87/5291/5296/23607
R-HSA-163615	PKA activation	15	0.254515981	1.028867535	0.420892763	0.658246131	0.466318051	6884	"tags=80%, list=59%, signal=33%"	115/26960/5577/112/801/5566/805/196883/808/5573/5567/113
R-HSA-432720	Lysosome Vesicle Biogenesis	31	0.19392532	1.028569541	0.421102325	0.658246131	0.466318051	8908	"tags=94%, list=76%, signal=22%"	408/1785/2799/6844/375/23431/10053/1212/8673/10717/11154/130340/1522/27243/1777/162/2647/8906/3312/81567/8905/9146/351/8907/1213/9179/1211/1174/4074
R-HSA-2514856	The phototransduction cascade	18	0.23605844	1.026642178	0.422185218	0.658959718	0.466823574	6182	"tags=72%, list=53%, signal=34%"	5158/5588/79823/2342/5578/801/9187/10681/4836/805/2782/808/9397
R-HSA-5675221	Negative regulation of MAPK pathway	42	0.17509061	1.028207241	0.425220938	0.662714707	0.469483702	4168	"tags=45%, list=36%, signal=29%"	1843/1850/11221/673/5516/5525/80824/1848/5774/8844/369/5595/5528/6300/5037/5536/7314/7529/5594
R-HSA-1482839	Acyl chain remodelling of PE	16	0.247375422	1.026080118	0.426128948	0.663147416	0.469790245	619	"tags=19%, list=5%, signal=18%"	8399/255189/154141
R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	23	0.214635754	1.023967299	0.427815385	0.664788456	0.470952798	4360	"tags=48%, list=37%, signal=30%"	79875/9719/54507/81794/56999/55901/10417/9509/57188/10418/23275
R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	40	0.176767073	1.023611214	0.430490721	0.666975314	0.472502024	6535	"tags=65%, list=56%, signal=29%"	8794/8797/23368/7161/124446/7159/839/843/604/355/8738/5875/7157/1387/8795/58484/581/27113/8793/1121/834/147923/5876/94241/27166/55240
R-HSA-389948	PD-1 signaling	17	0.238939019	1.016832646	0.432764417	0.66951201	0.474299082	822	"tags=18%, list=7%, signal=16%"	3115/3127/3125
R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	101	0.135529914	1.029781793	0.434576551	0.67132824	0.475585745	2555	"tags=28%, list=22%, signal=22%"	8945/6196/23291/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/5600/5595/3725/4205/3665/1845/51231
R-HSA-1483206	Glycerophospholipid biosynthesis	90	0.138791806	1.026717656	0.436009127	0.672553668	0.476453869	5982	"tags=57%, list=51%, signal=28%"	8399/84879/23171/255189/11343/200879/9489/83394/154141/9663/10555/79888/10423/126969/57605/57104/57153/23175/51205/50640/8760/1040/57678/5321/63874/8694/56894/3030/23646/81490/23761/151056/1459/8443/114879/5833/55224/5338/58488/10400/253558/56994/8681/54675/8605/84649/10809/81579/80821/201164/10162
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	21	0.22037468	1.015141784	0.440934066	0.679154667	0.481130182	5405	"tags=62%, list=46%, signal=33%"	23286/55534/2033/23129/8850/5087/84441/1387/26508/10046/3516/4851/9794
R-HSA-1236394	Signaling by ERBB4	45	0.168613648	1.015153708	0.44433187	0.682389967	0.48342215	3140	"tags=31%, list=27%, signal=23%"	2066/1956/1950/685/51741/10413/1839/10608/5295/3084/1742/51107/5290/6464
R-HSA-983170	"Antigen Presentation: Folding, assembly and peptide loading of class I MHC"	23	0.2112217	1.0076798	0.445292308	0.682868087	0.483760862	7977	"tags=87%, list=68%, signal=28%"	3106/3105/3107/821/22863/51128/9632/8678/10134/64167/3309/9871/10802/6396/811/10427/2923/30849/567/10484
R-HSA-6783589	Interleukin-6 family signaling	18	0.229520695	0.99820886	0.45254259	0.688964985	0.488080057	924	"tags=22%, list=8%, signal=20%"	3977/3570/3590/3572
R-HSA-166166	MyD88-independent TLR4 cascade 	105	0.13274661	1.019109524	0.455648062	0.690694181	0.489305063	4395	"tags=43%, list=38%, signal=27%"	8945/6196/23291/2353/5601/9252/5602/5516/29110/10392/28512/6197/5606/1848/6416/4208/23098/6195/7867/4792/6500/5600/5595/3725/4205/3665/1845/51231/8737/9683/80216/5528/7322/841/7157/11274/7314/23118/5599/148022/5594/5598/4790/1326/5609
R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	105	0.13274661	1.019109524	0.455648062	0.690694181	0.489305063	4395	"tags=43%, list=38%, signal=27%"	8945/6196/23291/2353/5601/9252/5602/5516/29110/10392/28512/6197/5606/1848/6416/4208/23098/6195/7867/4792/6500/5600/5595/3725/4205/3665/1845/51231/8737/9683/80216/5528/7322/841/7157/11274/7314/23118/5599/148022/5594/5598/4790/1326/5609
R-HSA-4086398	Ca2+ pathway	44	0.167931633	1.002434895	0.45697832	0.690720104	0.489323428	9541	"tags=98%, list=81%, signal=18%"	5592/83439/5158/3710/6934/5530/7976/5330/51176/55970/4772/8322/2535/54331/5578/801/23112/57690/27327/10681/2783/805/7474/5532/2782/808/7855/3709/2791/2790/8323/3708/1499/6932/23236/2787/51701/3845/4343/6885/59345/5331/5534
R-HSA-194138	Signaling by VEGF	105	0.131931048	1.012848363	0.463254189	0.699201444	0.495331821	4649	"tags=46%, list=40%, signal=28%"	6461/26999/10458/3791/10810/10000/5580/3710/9844/5170/8829/5063/207/63916/7867/5603/5590/5600/117145/5295/64223/857/1398/8828/55615/2185/5290/9475/6300/1003/5829/10768/10152/5578/801/25759/558/7409/1495/1500/5566/2324/3315/14/3320/1793/9261/7423
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	28	0.194035808	0.993120733	0.464918582	0.700708236	0.496399271	400	"tags=14%, list=3%, signal=14%"	358/360/361/115
R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	45	0.165371577	0.995634531	0.468085106	0.702461529	0.497641347	8375	"tags=84%, list=72%, signal=24%"	2800/8677/22836/8775/51560/91949/25839/8774/22796/90196/84342/2803/7110/9712/9827/8674/9341/10618/400/9382/3482/60592/9648/10139/10228/10244/23647/79571/60560/10466/83548/51542/4905/57511/122830/9367/339122/143187
R-HSA-70268	Pyruvate metabolism	24	0.204558581	0.989968039	0.467433888	0.702461529	0.497641347	6733	"tags=71%, list=58%, signal=30%"	3029/5166/57546/5164/54704/55066/2739/6256/682/3945/5162/5160/1737/8050/5467/7416/2954
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	27	0.195822884	0.988680333	0.466859833	0.702461529	0.497641347	6906	"tags=74%, list=59%, signal=30%"	3790/3710/5577/55970/54331/112/8826/5566/9495/5906/10681/2783/2778/2782/3709/5573/5567/2791/2790/10411
R-HSA-399954	Sema3A PAK dependent Axon repulsion	15	0.243835462	0.985692097	0.471870048	0.706127013	0.500238068	7151	"tags=80%, list=61%, signal=31%"	5362/10371/8829/5063/3320/2534/3326/55558/5879/3984/5058/2242
R-HSA-112043	PLC beta mediated events	40	0.170906173	0.989672297	0.47375612	0.707477014	0.501194442	4168	"tags=45%, list=36%, signal=29%"	115/5332/26960/9630/5580/3710/2776/5330/817/5577/84254/5321/10768/5578/112/801/5566/5594
R-HSA-3371571	HSF1-dependent transactivation	19	0.221399766	0.982363249	0.4741172	0.707477014	0.501194442	5985	"tags=68%, list=51%, signal=33%"	2033/817/26353/64223/3281/1387/3320/1410/84335/2288/3326/3337/3312
R-HSA-418555	G alpha (s) signalling events	61	0.148384247	0.985563892	0.478340715	0.712768318	0.504942935	6884	"tags=66%, list=59%, signal=27%"	5139/115/8622/154/7433/408/6344/5151/136/2863/5577/5732/10267/55970/5144/54331/6464/79924/112/5566/2771/5141/5138/10268/10681/2783/2870/5136/2778/2770/196883/2782/409/5734/5573/5567/2791/10266/2790/113
R-HSA-389661	Glyoxylate metabolism and glycine degradation	21	0.213203977	0.982110402	0.479395604	0.71332981	0.50534071	6825	"tags=76%, list=58%, signal=32%"	593/275/8659/4967/51601/594/1743/4706/9380/5162/5160/1737/11019/8050/55526/2806
R-HSA-8964043	Plasma lipoprotein clearance	28	0.191160707	0.978405292	0.482279693	0.713560255	0.505503963	4870	"tags=54%, list=42%, signal=31%"	10577/57552/26119/3949/55911/51599/29116/6646/7376/7436/7314/3988/163/4864/348
R-HSA-5654743	Signaling by FGFR4	31	0.184345921	0.977760916	0.481175499	0.713560255	0.505503963	3140	"tags=35%, list=27%, signal=26%"	2246/10818/10253/673/5516/2549/5595/5295/10817/5290/6464
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	17	0.228705354	0.973282103	0.483061805	0.713560255	0.505503963	6800	"tags=76%, list=58%, signal=32%"	10000/5170/207/23533/55970/54331/208/10681/2783/2782/387/2791/2790
R-HSA-2428924	IGF1R signaling cascade	34	0.178051556	0.974243696	0.489138052	0.718045694	0.50868156	3140	"tags=35%, list=27%, signal=26%"	2246/10818/2549/8660/5170/2260/2263/117145/5295/2323/5290/6464
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	16	0.23486406	0.974184664	0.489950405	0.718045694	0.50868156	208	"tags=12%, list=2%, signal=12%"	8945/23291
R-HSA-165159	MTOR signalling	38	0.171086541	0.971022758	0.489175495	0.718045694	0.50868156	2799	"tags=34%, list=24%, signal=26%"	5564/153129/51422/2280/28956/81617/207/6794/5562/58528/64223/64121/29904
R-HSA-167044	Signalling to RAS	18	0.222169324	0.966237	0.490073011	0.718045694	0.50868156	5037	"tags=56%, list=43%, signal=32%"	53358/7867/5603/5600/6464/6300/25759/5900/9261/1432
R-HSA-1592389	Activation of Matrix Metalloproteinases	16	0.233865002	0.970040705	0.494648917	0.722216489	0.511636256	4503	"tags=50%, list=38%, signal=31%"	7177/4324/4316/4320/4313/64386/4322/7076
R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	30	0.184011353	0.966189288	0.495973472	0.722216489	0.511636256	5217	"tags=53%, list=45%, signal=30%"	1956/51741/2033/10370/284252/3815/7022/8089/339488/2064/1026/1387/4869/348/3329/7913
R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	21	0.209552902	0.965291958	0.496503497	0.722216489	0.511636256	8812	"tags=95%, list=75%, signal=24%"	4629/10398/388/4628/79784/2064/9475/9826/10627/23365/10507/103910/387/3984/389/5364/27289/4627/4637/6093
R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	15	0.238314601	0.963374305	0.496434231	0.722216489	0.511636256	2179	"tags=33%, list=19%, signal=27%"	7048/57530/2280/50848/5590
R-HSA-189445	Metabolism of porphyrins	19	0.217549894	0.965281149	0.497911657	0.722486983	0.511827881	6214	"tags=68%, list=53%, signal=32%"	3163/5498/644/645/1355/210/7389/28982/11309/211/7390/1352/3145
R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	16	0.232632923	0.964930208	0.501044114	0.725032198	0.513630975	3940	"tags=50%, list=34%, signal=33%"	613/8805/11052/5295/5290/9208/6774/9846
R-HSA-5655302	Signaling by FGFR1 in disease	28	0.187839502	0.961406587	0.503472222	0.727545024	0.515411124	3940	"tags=43%, list=34%, signal=29%"	2246/10818/2549/613/8805/2260/11052/5295/5290/9208/6774/9846
R-HSA-111465	Apoptotic cleavage of cellular proteins	32	0.179408132	0.962507365	0.505694493	0.727757328	0.515561525	5031	"tags=53%, list=43%, signal=30%"	100506658/5580/4000/2934/7082/660/5588/9414/999/839/840/28988/841/7431/10134/22985/63967
R-HSA-1660662	Glycosphingolipid metabolism	33	0.177276492	0.960130953	0.504872608	0.727757328	0.515561525	3300	"tags=36%, list=28%, signal=26%"	79642/83850/57488/153642/25870/412/414/2720/55512/6609/3074/64781
R-HSA-112399	IRS-mediated signalling	31	0.180445956	0.95707571	0.505606043	0.727757328	0.515561525	3137	"tags=35%, list=27%, signal=26%"	2246/10818/2549/8660/5170/2260/2263/117145/5295/2323/5290
R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	48	0.154604109	0.952571165	0.518336863	0.742902425	0.526290691	6733	"tags=67%, list=58%, signal=28%"	6391/137872/3029/5166/57546/6389/5164/8801/2271/23530/4967/3420/54704/1743/81889/728294/55066/2739/6256/682/3945/5162/5160/1737/50/8050/5467/3419/79944/7416/8802/2954
R-HSA-2514859	"Inactivation, recovery and regulation of the phototransduction cascade"	17	0.221670984	0.943346524	0.520687872	0.744244078	0.527241152	6182	"tags=71%, list=53%, signal=33%"	5158/5588/79823/2342/5578/801/10681/4836/805/2782/808/9397
R-HSA-1483257	Phospholipid metabolism	166	0.114868294	0.971560746	0.525885559	0.749823555	0.531193793	3735	"tags=36%, list=32%, signal=25%"	8399/5783/84879/23171/255189/11343/200879/9489/83394/154141/9663/51573/10555/80230/25816/79888/10423/126969/4534/57605/54545/375775/5298/57104/57153/660/57664/8395/5867/375/23175/51205/23533/5295/8396/50640/8867/8760/8776/1040/51763/5305/57678/65977/5321/5290/8503/5287/63874/8694/56894/3030/55300/22874/284161/23646/5728/81490/54477
R-HSA-199220	Vitamin B5 (pantothenate) metabolism	15	0.23232596	0.939165539	0.526016904	0.749823555	0.531193793	8389	"tags=93%, list=72%, signal=26%"	79717/79646/8034/53354/51248/80347/2194/55229/8884/60490/8875/5168/8876/60496
R-HSA-381119	Unfolded Protein Response (UPR)	82	0.132702208	0.956258489	0.532210835	0.752534675	0.533114418	8637	"tags=84%, list=74%, signal=22%"	90993/148327/64061/4000/10488/5073/9114/4802/7466/2081/1649/10106/5611/1639/2931/6464/2135/2137/467/9695/6347/116138/9709/10130/37/51360/118460/27230/4189/3309/23016/7094/10897/1200/51013/8681/9451/55738/167227/51726/7709/55062/7494/22926/58477/5526/811/1965/1968/56915/30827/51010/3068/84447/55033/64764/118/6745/7184/8720/10954/54512/5393/1663/23404/9820/10113/10525/9797
R-HSA-917937	Iron uptake and transport	50	0.151758629	0.947268701	0.528739458	0.752534675	0.533114418	4270	"tags=44%, list=36%, signal=28%"	245973/3163/79901/113235/9114/535/9843/155066/30061/1356/8992/6500/527/9550/3077/51310/4891/7314/537/90423/28982/55832
R-HSA-77387	Insulin receptor recycling	21	0.203392127	0.936912744	0.530594406	0.752534675	0.533114418	5096	"tags=57%, list=44%, signal=32%"	245973/9114/535/155066/8992/527/9550/537/90423/533/526/51382
R-HSA-5627117	RHO GTPases Activate ROCKs	20	0.206766356	0.935928171	0.531277423	0.752534675	0.533114418	3153	"tags=40%, list=27%, signal=29%"	4629/10398/388/4628/4660/5500/79784/9475
R-HSA-416700	Other semaphorin interactions	18	0.214874208	0.934509797	0.531830409	0.752534675	0.533114418	3774	"tags=44%, list=32%, signal=30%"	5362/3672/64218/23129/80031/9723/10154/7305
R-HSA-5218920	VEGFR2 mediated vascular permeability	29	0.180220012	0.934134669	0.529740661	0.752534675	0.533114418	3930	"tags=45%, list=34%, signal=30%"	10000/5170/5063/207/117145/64223/857/55615/1003/801/7409/1495/1500
